Employee ID,Burn Rate
fffe330037003700,0.07487187
fffe31003600360035003500,0.013144463
fffe31003700320032003900,0.6262475
fffe31003400360033003300,0.4276036
fffe3800350031003600,0.6516173
fffe33003400380032003300,0.5797833
fffe33003100340038003100,0.39839137
fffe32003300340032003300,0.3178842
fffe32003400320035003300,0.7939075
fffe32003900340034003200,0.57209885
fffe32003600330036003200,0.8634715
fffe32003800340039003900,0.116579235
fffe32003800350037003600,0.18699872
fffe31003500330035003500,0.5930214
fffe3100380030003700,0.18715554
fffe31003200380031003800,0.3884642
fffe3600320034003100,0.43280658
fffe31003700310033003100,0.28861785
fffe31003800300037003600,0.41037583
fffe33003000380036003200,0.7047523
fffe31003200360036003000,0.60612947
fffe31003400340032003200,0.439803
fffe3100380033003100,0.4378437
fffe32003300310032003400,0.6080154
fffe32003000330035003700,0.7623197
fffe31003800340038003100,0.2920469
fffe32003900350035003700,0.4164885
fffe31003300390039003700,0.8549567
fffe3600370036003200,0.17371258
fffe31003900380030003700,0.44667962
fffe3600390035003300,0.5969721
fffe3600370032003300,0.6489942
fffe310032003800,0.6177056
fffe32003800340031003100,0.102413744
fffe32003900330036003200,0.6362473
fffe33003100370033003200,0.37511066
fffe33003400370039003300,0.494075
fffe32003300370031003300,0.2613774
fffe33003000330032003800,0.732729
fffe31003900380032003100,0.24570125
fffe31003300340036003700,0.42537192
fffe3700360030003800,0.0064282417
fffe32003800340031003000,0.47404447
fffe33003100300037003400,0.06617361
fffe32003400370036003900,0.40802425
fffe32003000330031003900,0.52000797
fffe32003900340038003600,0.40526524
fffe32003100320033003500,0.046576023
fffe3800340034003600,0.42617285
fffe33003300320035003700,0.4994648
fffe32003700350033003100,0.32821664
fffe31003100350038003500,0.21735802
fffe31003600310038003100,0.515451
fffe31003800350039003300,0.52829987
fffe33003400320037003400,0.3406927
fffe31003100390030003500,0.4085796
fffe3500310033003500,0.47863844
fffe32003100380033003800,0.6262475
fffe33003100380039003700,0.7638812
fffe32003800300035003900,0.74539995
fffe3400340039003200,0.697555
fffe32003100360032003300,0.4873337
fffe33003300360037003000,0.0064282417
fffe32003600360033003400,0.96183
fffe31003100300031003200,0.71453834
fffe3400390036003800,0.23849043
fffe33003200330030003900,0.4425857
fffe32003000380036003700,0.47633365
fffe3700310034003200,0.4575724
fffe32003500310034003000,0.5473203
fffe31003300380036003000,0.49694386
fffe32003100330033003300,0.5539357
fffe3700340036003100,0.8056137
fffe33003100350039003900,0.51028794
fffe32003300300034003900,0.47093928
fffe31003700320031003100,0.2337997
fffe32003400330031003500,0.5239679
fffe33003100320032003200,0.37763202
fffe33003000390038003600,0.62730545
fffe32003600370031003100,0.91615915
fffe3200340038003900,0.33513376
fffe31003600380038003300,0.26106316
fffe31003200350033003300,0.7664605
fffe3600370031003300,0.35932595
fffe33003100360031003800,0.35798073
fffe32003500370034003600,0.35756332
fffe33003000310032003400,0.25181013
fffe32003000370031003300,0.12504861
fffe31003300320032003200,0.588705
fffe3200370038003600,0.30267167
fffe33003300380032003100,0.5400388
fffe31003300330038003600,0.7062847
fffe3900360037003000,0.26828712
fffe32003600360031003200,0.5838299
fffe33003300350038003100,0.59290993
fffe31003100330034003900,0.40344352
fffe3500340036003500,0.4120034
fffe32003500370030003700,0.9262678
fffe3400370033003800,0.53224516
fffe31003900300039003400,0.4307486
fffe31003300340034003600,0.38955876
fffe33003100380038003700,0.4221562
fffe31003900380034003400,0.3353052
fffe31003200320031003000,0.033208728
fffe3300380038003500,0.6566696
fffe31003500300038003500,0.24570125
fffe3600320038003300,0.56640244
fffe32003200380037003600,0.5239679
fffe32003800350031003000,0.2615369
fffe3800360036003000,0.18962565
fffe31003300340038003000,0.29243892
fffe32003600350039003700,0.7069767
fffe32003900310031003400,0.4374382
fffe31003900300033003800,0.63876516
fffe33003000340030003400,0.4164885
fffe31003800380031003800,0.19136643
fffe31003800350031003600,0.39749128
fffe32003500350036003800,0.6495225
fffe3300390037003000,0.28712487
fffe31003000320037003500,0.24506393
fffe32003000370038003000,0.18962565
fffe3500340033003100,0.16969743
fffe32003100370039003500,0.35932595
fffe33003200330035003500,0.29267943
fffe32003900300033003100,0.35399756
fffe31003200310032003100,0.07524586
fffe31003800300032003400,0.3896047
fffe33003300310034003600,0.7529578
fffe33003400320039003100,0.3003419
fffe31003100320032003300,0.25795078
fffe31003100310034003200,0.24479458
fffe31003600390034003400,0.55182153
fffe31003600340033003600,0.5840043
fffe32003000390038003800,0.47842562
fffe31003100340038003400,0.50946873
fffe31003700370036003800,0.35217154
fffe3900350032003900,0.6519338
fffe31003000300036003800,0.3782171
fffe32003700300030003400,0.53192574
fffe31003800360036003600,0.45078725
fffe3700380031003100,0.83382195
fffe3100310036003000,0.20771813
fffe31003800380038003200,0.52028537
fffe33003200390033003400,0.4674122
fffe3500390039003100,0.37214953
fffe33003300310030003400,0.4462274
fffe31003500350035003000,0.40079653
fffe33003200330037003100,0.4361868
fffe33003200360031003500,0.28712487
fffe32003800360039003200,0.5926575
fffe31003600350035003000,0.30559158
fffe32003500300037003400,0.30075097
fffe3200330034003300,0.47060862
fffe31003100380032003200,0.007705629
fffe33003100340031003200,0.6768121
fffe33003400300036003400,0.4071737
fffe31003800310032003800,0.4718564
fffe3900380030003500,0.5161691
fffe31003600310036003900,0.21176893
fffe3600320039003300,0.4791614
fffe32003500340037003800,0.17097512
fffe31003800390033003000,0.40046674
fffe32003400340033003200,0.27706397
fffe31003400370034003600,0.3178842
fffe33003000300030003900,0.14234138
fffe32003800350033003100,0.25181013
fffe3100320036003200,0.40344352
fffe32003500330034003900,0.23729584
fffe3800380036003800,0.39359444
fffe31003300360033003700,0.42537192
fffe32003500390031003200,0.29089928
fffe3500320034003600,0.45345175
fffe32003500310034003800,0.4833737
fffe3700320038003100,0.5539357
fffe33003400330039003900,0.35399756
fffe3500390036003800,0.48768514
fffe3600370039003100,0.30048355
fffe32003000370035003200,0.34986264
fffe31003400320039003800,0.23307753
fffe31003100340030003900,0.6899125
fffe32003300310039003600,0.19248652
fffe3600390033003800,0.6055725
fffe3300380038003700,0.7722372
fffe32003600330038003100,0.29283887
fffe31003600390034003300,0.20771813
fffe33003200390030003000,0.4208725
fffe33003400320036003200,0.5807358
fffe32003600330037003800,0.37751034
fffe31003800370037003000,0.29031193
fffe3400340038003800,0.48792866
fffe32003700390031003800,0.08170259
fffe31003300360030003300,0.9102724
fffe32003200310032003000,0.5860366
fffe32003600370030003900,0.36354232
fffe3100350036003500,0.2851143
fffe31003200370037003000,0.6788536
fffe33003400340036003000,0.17976016
fffe3200350032003500,0.46295765
fffe350034003400,0.09320733
fffe33003400310037003500,0.2851143
fffe32003200300037003500,0.2912135
fffe320033003300,0.7122035
fffe3300380035003700,0.43528947
fffe31003100320030003700,0.7726201
fffe3600340037003300,0.405688
fffe31003100370038003900,0.22514123
fffe3400320038003200,0.35399756
fffe3100340036003900,0.40259546
fffe31003500300033003900,0.28407672
fffe31003600350038003100,0.20404664
fffe32003800330035003700,0.4020696
fffe3100300032003600,0.33256513
fffe33003300330037003700,0.59330046
fffe32003100320031003000,0.42319828
fffe320034003300,0.470124
fffe3700300030003000,0.8132656
fffe32003700330031003300,0.2321668
fffe32003200300032003300,0.22357646
fffe3100350030003600,0.50139046
fffe31003000320030003700,0.54977983
fffe3500360032003600,0.23430544
fffe33003000360030003600,0.30062068
fffe31003500370033003300,0.27722305
fffe33003400390034003600,0.5024382
fffe32003400310034003400,0.42687386
fffe31003600340036003900,0.5756932
fffe3400370039003200,0.54036605
fffe3800340031003000,0.35111183
fffe31003800360038003500,0.41545373
fffe3300390039003100,0.49839908
fffe32003700340039003600,0.6080154
fffe32003700320033003500,0.17709458
fffe31003200330036003000,0.5834156
fffe31003000350036003000,0.19606966
fffe3400390033003100,0.60751456
fffe32003100370037003600,0.39649433
fffe32003000380036003100,0.67015094
fffe32003700320035003100,0.38050705
fffe3400320030003700,0.38016707
fffe31003700350039003400,0.35756332
fffe31003800340038003400,0.5807358
fffe33003000350033003800,0.93250924
fffe33003100390031003900,0.62291276
fffe31003600390034003600,0.30489537
fffe3400300039003900,0.41801676
fffe31003000380034003200,0.36642978
fffe31003600310036003000,0.42004612
fffe3600300036003000,0.23485059
fffe3200370035003000,0.53727293
fffe3200320034003800,0.42004612
fffe32003500380033003000,0.10652915
fffe32003200380037003200,0.49589854
fffe32003200380038003000,0.590046
fffe32003700300032003300,0.3395751
fffe32003400390036003100,0.012355059
fffe3400300038003000,0.38218847
fffe33003400390039003600,0.48674262
fffe3900340038003700,0.4515714
fffe33003300370034003400,0.57359946
fffe31003300330032003700,0.4730647
fffe31003200300035003200,0.14234138
fffe32003800390030003500,0.53224516
fffe33003000340035003000,0.42617607
fffe3200340030003500,0.15886003
fffe32003800380034003000,0.10750538
fffe32003900310037003700,0.5295536
fffe3400360031003500,0.43455434
fffe3600360037003100,0.33890292
fffe32003000310034003500,0.63335764
fffe32003000310037003400,0.47819686
fffe32003300370033003600,0.91049314
fffe3100330031003500,0.5961521
fffe32003300300034003200,0.00574401
